날짜,시가,고가,저가,종가,거래량,티커,종목명
2025-01-08,13450,13450,13165,13245,29799,261070,TIGER 코스닥150바이오테크
2025-01-09,13395,13395,13080,13255,25692,261070,TIGER 코스닥150바이오테크
2025-01-10,13280,13385,13170,13200,17399,261070,TIGER 코스닥150바이오테크
2025-01-13,13200,13305,12900,12945,24086,261070,TIGER 코스닥150바이오테크
2025-01-14,12945,13120,12925,12970,11682,261070,TIGER 코스닥150바이오테크
2025-01-15,13125,13250,12595,12685,46782,261070,TIGER 코스닥150바이오테크
2025-01-16,12760,13230,12760,13110,87722,261070,TIGER 코스닥150바이오테크
2025-01-17,12990,13120,12885,12955,17523,261070,TIGER 코스닥150바이오테크
2025-01-20,12885,13040,12755,12970,19233,261070,TIGER 코스닥150바이오테크
2025-01-21,13050,13145,12950,13105,14732,261070,TIGER 코스닥150바이오테크
2025-01-22,13225,13390,13180,13190,27498,261070,TIGER 코스닥150바이오테크
2025-01-23,13185,13365,13185,13280,18851,261070,TIGER 코스닥150바이오테크
2025-01-24,13530,13530,13150,13510,110524,261070,TIGER 코스닥150바이오테크
2025-01-31,13515,13625,13395,13615,30056,261070,TIGER 코스닥150바이오테크
2025-02-03,13620,13620,13115,13200,28581,261070,TIGER 코스닥150바이오테크
2025-02-04,13435,13780,13435,13660,37952,261070,TIGER 코스닥150바이오테크
2025-02-05,13950,13950,13590,13785,34233,261070,TIGER 코스닥150바이오테크
2025-02-06,13790,14025,13790,13930,35842,261070,TIGER 코스닥150바이오테크
2025-02-07,13935,14005,13765,13820,27520,261070,TIGER 코스닥150바이오테크
2025-02-10,13785,13915,13700,13860,22187,261070,TIGER 코스닥150바이오테크
2025-02-11,13865,13945,13585,13660,28857,261070,TIGER 코스닥150바이오테크
2025-02-12,13520,13640,13425,13580,19282,261070,TIGER 코스닥150바이오테크
2025-02-13,13505,13625,13370,13410,19443,261070,TIGER 코스닥150바이오테크
2025-02-14,13520,14010,13500,13920,59564,261070,TIGER 코스닥150바이오테크
2025-02-17,14100,14250,13950,14240,56982,261070,TIGER 코스닥150바이오테크
2025-02-18,14245,14385,14050,14335,36713,261070,TIGER 코스닥150바이오테크
2025-02-19,14335,14335,14085,14135,26174,261070,TIGER 코스닥150바이오테크
2025-02-20,14120,14160,13740,13740,27275,261070,TIGER 코스닥150바이오테크
2025-02-21,13740,14115,13740,13895,34966,261070,TIGER 코스닥150바이오테크
2025-02-24,13740,14070,13740,14010,28127,261070,TIGER 코스닥150바이오테크
2025-02-25,13865,14200,13820,14200,23138,261070,TIGER 코스닥150바이오테크
2025-02-26,14345,14345,14105,14210,52604,261070,TIGER 코스닥150바이오테크
2025-02-27,14280,14715,14280,14645,174455,261070,TIGER 코스닥150바이오테크
2025-02-28,14615,14615,14175,14200,68896,261070,TIGER 코스닥150바이오테크
2025-03-04,14200,14490,14000,14455,41489,261070,TIGER 코스닥150바이오테크
2025-03-05,14500,14835,14500,14695,50820,261070,TIGER 코스닥150바이오테크
2025-03-06,14695,14695,14260,14320,72465,261070,TIGER 코스닥150바이오테크
2025-03-07,14230,14330,13880,13955,44031,261070,TIGER 코스닥150바이오테크
2025-03-10,13960,14105,12900,13745,84863,261070,TIGER 코스닥150바이오테크
2025-03-11,13500,13735,13435,13625,35840,261070,TIGER 코스닥150바이오테크
2025-03-12,13625,13945,13585,13660,45562,261070,TIGER 코스닥150바이오테크
2025-03-13,13660,13830,13385,13500,44027,261070,TIGER 코스닥150바이오테크
2025-03-14,13525,13945,13305,13630,29388,261070,TIGER 코스닥150바이오테크
2025-03-17,13805,14105,13555,14055,103012,261070,TIGER 코스닥150바이오테크
